searchterm,user,date,retweets,Polarity Score
b'Papa Johns',b'',2018-03-01,b'0',0.475
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.175
b'Papa Johns',b'',2018-03-01,b'0',0.25
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'5',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.175
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.09999999999999998
b'Papa Johns',b'',2018-03-01,b'0',0.65
b'Papa Johns',b'',2018-03-01,b'0',0.25
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.037500000000000006
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',1.0
b'Papa Johns',b'',2018-03-01,b'0',-0.48828125
b'Papa Johns',b'',2018-03-01,b'0',-0.14583333333333334
b'Papa Johns',b'',2018-03-01,b'0',0.16666666666666674
b'Papa Johns',b'',2018-03-01,b'0',-0.5
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-1.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.6999999999999998
b'Papa Johns',b'',2018-03-01,b'0',0.6000000000000001
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.8
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.15000000000000002
b'Papa Johns',b'',2018-03-01,b'0',0.09375000000000001
b'Papa Johns',b'',2018-03-01,b'0',0.6
b'Papa Johns',b'',2018-03-01,b'0',0.8
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'1',-1.0
b'Papa Johns',b'',2018-03-01,b'0',0.13636363636363635
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.35
b'Papa Johns',b'',2018-03-01,b'0',0.5833333333333334
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.5071428571428571
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.5666666666666667
b'Papa Johns',b'',2018-03-01,b'0',-0.33333333333333337
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.15
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.125
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.7916666666666666
b'Papa Johns',b'',2018-03-01,b'0',-0.4
b'Papa Johns',b'',2018-03-01,b'0',-0.5
b'Papa Johns',b'',2018-03-01,b'0',0.2857142857142857
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.06666666666666667
b'Papa Johns',b'',2018-03-01,b'0',0.6000000000000001
b'Papa Johns',b'',2018-03-01,b'0',0.4333333333333333
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.5875
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.5
b'Papa Johns',b'',2018-03-01,b'0',0.09523809523809523
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.21428571428571427
b'Papa Johns',b'',2018-03-01,b'0',-0.4000000000000001
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.15000000000000002
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.3
b'Papa Johns',b'',2018-03-01,b'0',-1.175
b'Papa Johns',b'',2018-03-01,b'0',0.23055555555555554
b'Papa Johns',b'',2018-03-01,b'0',0.3
b'Papa Johns',b'',2018-03-01,b'0',0.25
b'Papa Johns',b'',2018-03-01,b'0',0.5208333333333334
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.203030303030303
b'Papa Johns',b'',2018-03-01,b'0',0.5
b'Papa Johns',b'',2018-03-01,b'0',0.26666666666666666
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.85
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.25
b'Papa Johns',b'',2018-03-01,b'0',0.3
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.17045454545454544
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.3244047619047619
b'Papa Johns',b'',2018-03-01,b'0',-0.25
b'Papa Johns',b'',2018-03-01,b'0',0.8
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.6
b'Papa Johns',b'',2018-03-01,b'1',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',-0.05
b'Papa Johns',b'',2018-03-01,b'0',0.8
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.7
b'Papa Johns',b'',2018-03-01,b'0',0.0
b'Papa Johns',b'',2018-03-01,b'0',0.25
