Tag:,Freq:
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesPolicies"" xlink:type=""extended"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesPropertyAndEquipmentNetDetails"" xlink:type=""extended"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentLineItems"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_BDA281F78C2AA16466D7A1612DBEA019"" xlink:type=""locator"">",3
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ScheduleOfPropertyPlantAndEquipmentTable"" xlink:label=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_2638A40D8B59AF905296A1612DB5D49C"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xbrldt:closed=""true"" xbrldt:contextelement=""segment"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/all"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_BDA281F78C2AA16466D7A1612DBEA019"" xlink:to=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_2638A40D8B59AF905296A1612DB5D49C"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeAxis"" xlink:label=""loc_srt_RangeAxis_611192228036A4626F2CA1612DB58184"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_2638A40D8B59AF905296A1612DB5D49C"" xlink:to=""loc_srt_RangeAxis_611192228036A4626F2CA1612DB58184"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeMember"" xlink:label=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED_default"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_srt_RangeAxis_611192228036A4626F2CA1612DB58184"" xlink:to=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED_default"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeMember"" xlink:label=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_srt_RangeAxis_611192228036A4626F2CA1612DB58184"" xlink:to=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_MinimumMember"" xlink:label=""loc_srt_MinimumMember_B8D59934565B2F1D990BA1612DBB918E"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED"" xlink:to=""loc_srt_MinimumMember_B8D59934565B2F1D990BA1612DBB918E"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_MaximumMember"" xlink:label=""loc_srt_MaximumMember_7C8050E1CF82A7058BF6A1612DBCED75"" xlink:type=""locator"">",3
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_RangeMember_47ABF7F50CB8BB15A96FA1612DB67EED"" xlink:to=""loc_srt_MaximumMember_7C8050E1CF82A7058BF6A1612DBCED75"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentByTypeAxis"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_285E8E23DA9C84943B07A1612DBCB0A7"" xlink:type=""locator"">",2
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_2638A40D8B59AF905296A1612DB5D49C"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_285E8E23DA9C84943B07A1612DBCB0A7"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentTypeDomain"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB_default"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_285E8E23DA9C84943B07A1612DBCB0A7"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB_default"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentTypeDomain"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_285E8E23DA9C84943B07A1612DBCB0A7"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_BuildingMember"" xlink:label=""loc_us-gaap_BuildingMember_61FB99B733B0E512D0FDA1612DBCA2EA"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:to=""loc_us-gaap_BuildingMember_61FB99B733B0E512D0FDA1612DBCA2EA"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_TechnologyEquipmentMember"" xlink:label=""loc_us-gaap_TechnologyEquipmentMember_3A4DCF6210652D42FFE0A1612DBDCD41"" xlink:type=""locator"">",3
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:to=""loc_us-gaap_TechnologyEquipmentMember_3A4DCF6210652D42FFE0A1612DBDCD41"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ComputerEquipmentMember"" xlink:label=""loc_us-gaap_ComputerEquipmentMember_1BED7576E609AA231E29A1612DBD9A7D"" xlink:type=""locator"">",3
"<link:definitionarc order=""3"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:to=""loc_us-gaap_ComputerEquipmentMember_1BED7576E609AA231E29A1612DBD9A7D"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_MachineryAndEquipmentMember"" xlink:label=""loc_us-gaap_MachineryAndEquipmentMember_D18FA04A3C03610B69A3A16133C1F854"" xlink:type=""locator"">",3
"<link:definitionarc order=""4"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:to=""loc_us-gaap_MachineryAndEquipmentMember_D18FA04A3C03610B69A3A16133C1F854"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_OtherMachineryAndEquipmentMember"" xlink:label=""loc_us-gaap_OtherMachineryAndEquipmentMember_C84F95F871854241CFC7A161A4EEF4CA"" xlink:type=""locator"">",3
"<link:definitionarc order=""5"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_825DADBB2D5B51DDB5B8A1612DBC35CB"" xlink:to=""loc_us-gaap_OtherMachineryAndEquipmentMember_C84F95F871854241CFC7A161A4EEF4CA"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentUsefulLife"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentUsefulLife_CF128E20FDC2639C22BEA1612DBE4F1D"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_BDA281F78C2AA16466D7A1612DBEA019"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentUsefulLife_CF128E20FDC2639C22BEA1612DBE4F1D"" xlink:type=""arc"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesRevenueDetails"" xlink:type=""extended"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_ValuationAndQualifyingAccountsDisclosureLineItems"" xlink:label=""loc_srt_ValuationAndQualifyingAccountsDisclosureLineItems_711680C8B8DFEDBE8A0405CCBFE2F28F"" xlink:type=""locator"">",3
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_ValuationAndQualifyingAccountsDisclosureTable"" xlink:label=""loc_srt_ValuationAndQualifyingAccountsDisclosureTable_D2292D882C31CA98AA4F05CCBFC31924"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xbrldt:closed=""true"" xbrldt:contextelement=""segment"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/all"" xlink:from=""loc_srt_ValuationAndQualifyingAccountsDisclosureLineItems_711680C8B8DFEDBE8A0405CCBFE2F28F"" xlink:to=""loc_srt_ValuationAndQualifyingAccountsDisclosureTable_D2292D882C31CA98AA4F05CCBFC31924"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ValuationAllowancesAndReservesTypeAxis"" xlink:label=""loc_us-gaap_ValuationAllowancesAndReservesTypeAxis_849F576024770131287705CCC031CF77"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_srt_ValuationAndQualifyingAccountsDisclosureTable_D2292D882C31CA98AA4F05CCBFC31924"" xlink:to=""loc_us-gaap_ValuationAllowancesAndReservesTypeAxis_849F576024770131287705CCC031CF77"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ValuationAllowancesAndReservesDomain"" xlink:label=""loc_us-gaap_ValuationAllowancesAndReservesDomain_87864621BE7FA7574A9C05CCC040D0BF_default"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_us-gaap_ValuationAllowancesAndReservesTypeAxis_849F576024770131287705CCC031CF77"" xlink:to=""loc_us-gaap_ValuationAllowancesAndReservesDomain_87864621BE7FA7574A9C05CCC040D0BF_default"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ValuationAllowancesAndReservesDomain"" xlink:label=""loc_us-gaap_ValuationAllowancesAndReservesDomain_87864621BE7FA7574A9C05CCC040D0BF"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_us-gaap_ValuationAllowancesAndReservesTypeAxis_849F576024770131287705CCC031CF77"" xlink:to=""loc_us-gaap_ValuationAllowancesAndReservesDomain_87864621BE7FA7574A9C05CCC040D0BF"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_SalesReturnsAndAllowancesMember"" xlink:label=""loc_us-gaap_SalesReturnsAndAllowancesMember_4B07E2EE88E242DDCA5505CCC0AB7770"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_ValuationAllowancesAndReservesDomain_87864621BE7FA7574A9C05CCC040D0BF"" xlink:to=""loc_us-gaap_SalesReturnsAndAllowancesMember_4B07E2EE88E242DDCA5505CCC0AB7770"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ValuationAllowancesAndReservesChargedToCostAndExpense"" xlink:label=""loc_us-gaap_ValuationAllowancesAndReservesChargedToCostAndExpense_E0AC659271FDA2FF06C2052A99303399"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_ValuationAndQualifyingAccountsDisclosureLineItems_711680C8B8DFEDBE8A0405CCBFE2F28F"" xlink:to=""loc_us-gaap_ValuationAllowancesAndReservesChargedToCostAndExpense_E0AC659271FDA2FF06C2052A99303399"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ValuationAllowancesAndReservesDeductions"" xlink:label=""loc_us-gaap_ValuationAllowancesAndReservesDeductions_42A3442843D2A7D6EA93052A993052DD"" xlink:type=""locator"">",3
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_ValuationAndQualifyingAccountsDisclosureLineItems_711680C8B8DFEDBE8A0405CCBFE2F28F"" xlink:to=""loc_us-gaap_ValuationAllowancesAndReservesDeductions_42A3442843D2A7D6EA93052A993052DD"" xlink:type=""arc"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesTables"" xlink:type=""extended"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesTechnologyAndContentDetails"" xlink:type=""extended"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentLineItems"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_0134A76AA1F3579CF1066C667052EF4C"" xlink:type=""locator"">",2
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_ScheduleOfPropertyPlantAndEquipmentTable"" xlink:label=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_B4FF1428DB3D05D196646C667051A54C"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xbrldt:closed=""true"" xbrldt:contextelement=""segment"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/all"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_0134A76AA1F3579CF1066C667052EF4C"" xlink:to=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_B4FF1428DB3D05D196646C667051A54C"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentByTypeAxis"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_9A0543C43209651DB5916C66705199EC"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_us-gaap_ScheduleOfPropertyPlantAndEquipmentTable_B4FF1428DB3D05D196646C667051A54C"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_9A0543C43209651DB5916C66705199EC"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentTypeDomain"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_4407F3B463741EBEFB3A6C66705111A3_default"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_9A0543C43209651DB5916C66705199EC"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_4407F3B463741EBEFB3A6C66705111A3_default"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentTypeDomain"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_4407F3B463741EBEFB3A6C66705111A3"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentByTypeAxis_9A0543C43209651DB5916C66705199EC"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentTypeDomain_4407F3B463741EBEFB3A6C66705111A3"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_PropertyPlantAndEquipmentUsefulLife"" xlink:label=""loc_us-gaap_PropertyPlantAndEquipmentUsefulLife_E74F9BE9F5DD99123C146C667052B4F4"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_us-gaap_PropertyPlantAndEquipmentLineItems_0134A76AA1F3579CF1066C667052EF4C"" xlink:to=""loc_us-gaap_PropertyPlantAndEquipmentUsefulLife_E74F9BE9F5DD99123C146C667052B4F4"" xlink:type=""arc"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesUnearnedRevenueDetails"" xlink:type=""extended"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DescriptionOfBusinessAndAccountingPoliciesVideoAndMusicContentDetails"" xlink:type=""extended"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetsLineItems"" xlink:label=""loc_amzn_OtherAssetsLineItems_508DFD2D2DAC5CED99EC88D4A5F2BE57"" xlink:type=""locator"">",3
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetsTableTable"" xlink:label=""loc_amzn_OtherAssetsTableTable_F84E75E014165B7483563D139706FE94"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xbrldt:closed=""true"" xbrldt:contextelement=""segment"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/all"" xlink:from=""loc_amzn_OtherAssetsLineItems_508DFD2D2DAC5CED99EC88D4A5F2BE57"" xlink:to=""loc_amzn_OtherAssetsTableTable_F84E75E014165B7483563D139706FE94"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeAxis"" xlink:label=""loc_srt_RangeAxis_AE138B56B08A5BE8961AF6796CEFC18D"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_amzn_OtherAssetsTableTable_F84E75E014165B7483563D139706FE94"" xlink:to=""loc_srt_RangeAxis_AE138B56B08A5BE8961AF6796CEFC18D"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeMember"" xlink:label=""loc_srt_RangeMember_67E4CB8C9CBD9441F063C4B53FFD066C_504E3C02CC1956CDAB8305D54D766A1D"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_srt_RangeAxis_AE138B56B08A5BE8961AF6796CEFC18D"" xlink:to=""loc_srt_RangeMember_67E4CB8C9CBD9441F063C4B53FFD066C_504E3C02CC1956CDAB8305D54D766A1D"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_RangeMember"" xlink:label=""loc_srt_RangeMember_2821D8436C7058A09664D21E2551E2C5"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_srt_RangeAxis_AE138B56B08A5BE8961AF6796CEFC18D"" xlink:to=""loc_srt_RangeMember_2821D8436C7058A09664D21E2551E2C5"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_MinimumMember"" xlink:label=""loc_srt_MinimumMember_4BB386BB35BC560F92E29B14CDF9DEF8"" xlink:type=""locator"">",2
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_RangeMember_2821D8436C7058A09664D21E2551E2C5"" xlink:to=""loc_srt_MinimumMember_4BB386BB35BC560F92E29B14CDF9DEF8"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/srt/2018/elts/srt-2018-01-31.xsd#srt_MaximumMember"" xlink:label=""loc_srt_MaximumMember_E50B3CC6AADE545EBB5CDA9B20F9CFF9"" xlink:type=""locator"">",2
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_srt_RangeMember_2821D8436C7058A09664D21E2551E2C5"" xlink:to=""loc_srt_MaximumMember_E50B3CC6AADE545EBB5CDA9B20F9CFF9"" xlink:type=""arc"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetsAxis"" xlink:label=""loc_amzn_OtherAssetsAxis_E5DEF26AEA7D5F068763F85513BC3280"" xlink:type=""locator"">",3
"<link:definitionarc order=""2"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/hypercube-dimension"" xlink:from=""loc_amzn_OtherAssetsTableTable_F84E75E014165B7483563D139706FE94"" xlink:to=""loc_amzn_OtherAssetsAxis_E5DEF26AEA7D5F068763F85513BC3280"" xlink:type=""arc"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetsDomain"" xlink:label=""loc_amzn_OtherAssetsDomain_1BF0A39588FFBDFD24B4C4B53FFE67B4_504E3C02CC1956CDAB8305D54D766A1D"" xlink:type=""locator"">",1
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-default"" xlink:from=""loc_amzn_OtherAssetsAxis_E5DEF26AEA7D5F068763F85513BC3280"" xlink:to=""loc_amzn_OtherAssetsDomain_1BF0A39588FFBDFD24B4C4B53FFE67B4_504E3C02CC1956CDAB8305D54D766A1D"" xlink:type=""arc"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetsDomain"" xlink:label=""loc_amzn_OtherAssetsDomain_84A61E25689E504087A7028915580B83"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/dimension-domain"" xlink:from=""loc_amzn_OtherAssetsAxis_E5DEF26AEA7D5F068763F85513BC3280"" xlink:to=""loc_amzn_OtherAssetsDomain_84A61E25689E504087A7028915580B83"" xlink:type=""arc"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_DigitalVideoandMusicContentMember"" xlink:label=""loc_amzn_DigitalVideoandMusicContentMember_6F05E454FCB256138AB9F5F0CFE8FE83"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_amzn_OtherAssetsDomain_84A61E25689E504087A7028915580B83"" xlink:to=""loc_amzn_DigitalVideoandMusicContentMember_6F05E454FCB256138AB9F5F0CFE8FE83"" xlink:type=""arc"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_OtherAssetAmortizationPeriod"" xlink:label=""loc_amzn_OtherAssetAmortizationPeriod_841F59A78AA755C09F17175D4115112C"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/domain-member"" xlink:from=""loc_amzn_OtherAssetsLineItems_508DFD2D2DAC5CED99EC88D4A5F2BE57"" xlink:to=""loc_amzn_OtherAssetAmortizationPeriod_841F59A78AA755C09F17175D4115112C"" xlink:type=""arc"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/DocumentAndEntityInformation"" xlink:type=""extended"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/IncomeTaxes"" xlink:type=""extended"">",1
"<link:definitionlink xlink:role=""http://www.amazon.com/role/IncomeTaxesAdditionalInformationDetails"" xlink:type=""extended"">",1
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_IncomeTaxesLineItems"" xlink:label=""loc_amzn_IncomeTaxesLineItems_A5421E5D69F48EF364DA1FAB3894AFA3"" xlink:type=""locator"">",3
"<link:loc xlink:href=""amzn-20181231.xsd#amzn_IncomeTaxesTable"" xlink:label=""loc_amzn_IncomeTaxesTable_152C63EC27B916695E3F1FAB38916304"" xlink:type=""locator"">",3
"<link:definitionarc order=""1"" xbrldt:closed=""true"" xbrldt:contextelement=""segment"" xlink:arcrole=""http://xbrl.org/int/dim/arcrole/all"" xlink:from=""loc_amzn_IncomeTaxesLineItems_A5421E5D69F48EF364DA1FAB3894AFA3"" xlink:to=""loc_amzn_IncomeTaxesTable_152C63EC27B916695E3F1FAB38916304"" xlink:type=""arc"">",1
"<link:loc xlink:href=""http://xbrl.fasb.org/us-gaap/2018/elts/us-gaap-2018-01-31.xsd#us-gaap_IncomeTaxAuthorityAxis"" xlink:label=""loc_us-gaap_IncomeTaxAuthorityAxis_3E4BE861DA33C8BFD3AC1FAB3891E9F3"" xlink:type=""locator"">",3
