corpid,brands,appdate,subnum
b'3',b'\xd8\xa7\xd9\x84\xd8\xb9\xd8\xb5\xd9\x81\xd9\x88\xd8\xb1\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xa7\xd8\xa8\xd9\x82\xd8\xa9',1993-03-22,b'58'
b'3',b'\xd8\xac\xd8\xb1\xd9\x8a\xd9\x85\xd8\xa7\xd8\xb3',1993-03-22,b'58'
b'3',b'\xd8\xa7\xd9\x85',1993-03-22,b'58'
b'3',b'\xd9\x88\xd8\xac\xd8\xa8\xd8\xa9 \xd9\x85\xd9\x81\xd8\xb1\xd8\xad\xd8\xa9',1993-03-22,b'58'
b'3',b'\xd9\x87\xd8\xa7\xd8\xa8\xd9\x89 \xd9\x85\xd9\x8a\xd9\x84',1993-03-22,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xaa\xd8\xb4\xd9\x8a\xd9\x83\xd9\x86',1993-03-22,b'58'
b'3',b'\xd8\xa8\xd9\x8a\xd8\xac \xd9\x85\xd8\xa7\xd9\x83',1993-03-22,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb2',1993-01-31,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd9\x86\xd9\x88\xd8\xac\xd9\x8a\xd8\xaa\xd8\xb3',1993-01-31,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd9\x84\xd8\xa7\xd9\x86\xd8\xaf',1993-01-31,b'58'
b'3',b'\xd9\x85\xd9\x83\xd8\xaf\xd8\xb2\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb2',1993-01-31,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd9\x81\xd8\xb1\xd8\xa7\xd9\x8a\xd8\xb2',1993-01-31,b'58'
b'3',b'\xd9\x81\xd9\x8a\xd9\x84\xd9\x8a\xd8\xaa \xd8\xa7\xd9\x88 \xd9\x81\xd9\x8a\xd8\xb4',1993-01-31,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd9\x85\xd9\x88\xd9\x81\xd9\x8a\xd9\x86',1993-01-31,b'58'
b'3',b'\xd9\x85\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb2',1993-01-31,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xaa\xd8\xb4\xd9\x8a\xd9\x83\xd9\x8a\xd9\x86',1993-01-31,b'58'
b'3',b'\xd8\xa8\xd9\x8a\xd8\xba \xd9\x85\xd8\xa7\xd9\x83',1980-06-19,b'58'
b'3',b'\xd9\x85\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3',1980-06-19,b'58'
b'3',b'\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf \xd9\x85\xd9\x83\xd8\xa7\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf',1980-06-19,b'58'
b'3',b'\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3 \xd9\x85\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf',1980-06-19,b'58'
b'3',b'\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf \xd9\x85\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf',1980-06-19,b'58'
b'3',b'RONALD MCDONALD M DEVICE',1979-05-07,b'58'
b'3',b'CLOWN FIGURE DEVICE',1979-05-07,b'58'
b'3',b'RONALD MCDONALD',1979-05-07,b'58'
b'3',b'HAPPY STUDIO',2011-09-28,b'58'
b'3',b'MCWRAP',2010-03-15,b'58'
b'3',b'I M LOVIN IT',2008-05-20,b'58'
b'3',b'McFLURRY',2001-04-24,b'58'
b'3',b'ROTISSERIE',1993-06-09,b'58'
b'4',b'JUMPMAN',2019-03-15,b'77'
b'4',b'JORDAN',2019-03-15,b'77'
b'4',b'PEGASUS',2017-05-17,b'77'
b'4',b'No Verbal Elements',2015-07-16,b'77'
b'4',b'NIKE',2015-07-16,b'77'
b'4',b'NIKE-\xd0\xb8\xd0\xb9\xd0\xbd \xd0\xb7\xd3\xa9\xd0\xb2 \xd1\x82\xd1\x8d\xd0\xbc\xd0\xb4\xd1\x8d\xd0\xb3',2015-07-16,b'77'
b'4',b'JUST DO IT',2015-07-16,b'77'
b'4',b'AIR FLIGHT',1991-01-22,b'99'
b'4',b'SPL28',1999-11-22,b'74'
b'4',b'NIKE TOWN',1990-10-24,b'99'
b'4',b'AIR MAX',1988-03-01,b'99'
b'4',b'NIKECONNECT',2018-03-02,b'99'
b'4',b'VAPORMAX',2018-02-14,b'99'
b'4',b'TECHKNIT',2017-12-18,b'99'
b'4',b'SNEAKEASY',2017-11-21,b'99'
b'4',b'BIKETOWN',2017-01-10,b'99'
b'4',b'FLYEASE',2016-12-01,b'99'
b'4',b'RW 3',2016-06-29,b'99'
b'4',b'METCON',2016-06-24,b'99'
b'4',b'BETTER FOR IT',2016-03-14,b'99'
b'4',b'VOMERO',2015-09-24,b'99'
b'4',b'NIKE LUNAR',2015-07-13,b'99'
b'4',b'KICKS LOUNGE',2014-11-21,b'99'
b'4',b'NIKE AEROSHIELD',2014-11-14,b'99'
b'4',b'ENGAGE',2014-08-29,b'99'
b'4',b'NIKE AIR VAPORMAX',2014-06-19,b'99'
b'4',b'K I',2014-05-14,b'99'
b'4',b'VAPOR',2014-04-25,b'99'
b'4',b'NIKE VAPOR',2014-04-25,b'99'
b'4',b'FLY ZONE',2014-04-16,b'99'
b'4',b'NIKE YARDLINE',2014-04-16,b'99'
b'4',b'NIKE AEROLOFT',2014-01-22,b'99'
b'4',b'AIR FORCE 1',2014-01-15,b'99'
b'4',b'FLIGHT WEIGHT',2014-01-10,b'99'
b'4',b'FLIGHT23',2014-01-08,b'99'
b'4',b'MAGISTA',2013-10-16,b'99'
b'4',b'HYPERFEEL',2013-06-24,b'99'
b'4',b'KD',2013-05-30,b'99'
b'4',b'HYPERVENOM',2013-04-15,b'99'
b'4',b'FLEXLOFT',2013-03-20,b'99'
b'4',b'DESIGNED TO MOVE',2013-02-22,b'99'
b'4',b'NIKE TRACK CLUB',2013-01-18,b'99'
b'4',b'MATT MATTHEW KNIGHT ARENA',2012-07-05,b'99'
b'4',b'NIKESKIN',2012-06-11,b'99'
b'4',b'FUEL PRINT',2012-06-01,b'99'
b'4',b'FLYKNIT',2012-03-30,b'99'
b'4',b'NIKEFUEL',2012-01-27,b'99'
b'4',b'THE CHANCE',2012-01-25,b'99'
b'4',b'LJ',2011-02-07,b'99'
b'4',b'HYPERSTRONG',2011-01-11,b'99'
b'4',b'HYPERWARM',2011-01-11,b'99'
b'4',b'MATT MATT ARENA',2010-06-21,b'99'
b'4',b'TIEMPO',2010-04-12,b'99'
b'4',b'MERCURIAL',2010-04-12,b'99'
b'4',b'MERCURIAL SUPERFLY',2010-04-12,b'99'
b'4',b'CP3',2010-03-24,b'99'
b'4',b'HYPERCOOL',2010-01-06,b'99'
b'4',b'LUNARLON',2009-11-20,b'99'
b'4',b'MS',2009-09-09,b'99'
b'4',b'AIR JORDAN',2009-06-05,b'99'
b'4',b'METHOD',2009-04-20,b'99'
b'4',b'DYNAMIC SUPPORT',2009-04-20,b'99'
b'4',b'DUNK',2009-04-02,b'99'
b'4',b'CRUSH',2009-03-31,b'99'
b'4',b'LUNARGLIDE',2009-02-06,b'99'
b'4',b'NIKE PRO COMBAT',2009-01-21,b'99'
b'4',b'M',2008-07-18,b'99'
b'4',b'RF',2008-04-08,b'99'
b'4',b'AIR FORCE I',2008-04-08,b'99'
b'4',b'SUPERBAD',2007-12-19,b'99'
b'4',b'FLYWIRE',2007-11-20,b'99'
b'4',b'NIKEID.',2007-06-28,b'99'
b'4',b'NIKEFACTORYSTORE',2007-04-02,b'99'
b'4',b'NIKE IHM',2006-04-07,b'99'
b'4',b'NIKE FREE',2006-01-27,b'99'
b'4',b'NIKEFREE',2005-04-20,b'99'
b'4',b'SWOOSH FLEX',2003-12-19,b'99'
b'4',b'FLIGHT',2003-06-12,b'99'
b'4',b'TRIAX',2003-03-06,b'99'
b'4',b'NIKE SPHERE',2002-12-04,b'99'
b'4',b'MAGNIGRIP',2002-11-07,b'99'
b'4',b'DRI-FIT',2001-06-04,b'99'
b'4',b'PHYLITE',2000-06-16,b'99'
b'4',b'PRESTO',2000-05-23,b'99'
b'4',b'NIKE SHOX',2000-02-15,b'99'
b'4',b'HYPERION',2000-02-01,b'99'
b'4',b'WAFFLE TRAINER',1999-12-30,b'99'
b'4',b'WAFFLE RACER',1999-12-30,b'99'
b'4',b'STORM-FIT',1999-12-06,b'99'
b'4',b'TRUNNER',1998-10-21,b'99'
b'4',b'ACG',1995-12-19,b'99'
b'4',b'ACG NIKE',1995-10-02,b'99'
b'4',b'AIR',1994-11-29,b'99'
b'4',b'SWOOSH',1994-10-11,b'99'
b'4',b'NIKE GOLF',1992-11-20,b'99'
b'4',b'RUNWALK',1992-09-29,b'99'
b'4',b'CROSS TRAINING IMPRONTA COMPRENDENTE UNA FIGURA A GUISA DI X AVENTE UNO DEI DUE RAMI FORMATO DA TRE CURVILINEI AFFIANCATI',1992-06-11,b'99'
b'4',b'AIR TRAINER MAX',1992-03-13,b'99'
b'4',b'AIR HUARACHE BY NIKE',1992-03-02,b'99'
b'4',b'IL MARCHIO CONSISTE IN UNA LETTERA H STILIZZATA.',1991-12-06,b'99'
b'4',b'MICHAEL JORDAN',1991-11-20,b'99'
b'4',"b'IL MARCHIO CONSISTE IN UNA IMPRONTA CHE CONTIENE: LA PAROLA NICKE AL DISOPRA DI UNA FORMA AD ALA STILIZZATA, LA'",1991-07-17,b'99'
b'4',b'IL MARCHIO CONSISTE IN UNA IMPRONTA IN CHIAROSCURO COMPRENDENTE UNA LE TTERA S OTTENUTA PER MEZZO DI DUE ELEMENTI CURVILINEI',1991-07-10,b'99'
b'4',b'SUPREME COURT',1991-06-24,b'99'
b'4',b'IL MARCHIO CONSISTE IN UNA IMPRONTA DI FORMA RETTANGOLARE A FONDO SCUR O NEL CUI INTERNO E SEGNATO UN TRIANGOLO',1991-06-04,b'99'
b'4',b'I.E.',1991-04-08,b'99'
b'4',b'DRI - F.I.T.',1991-01-14,b'99'
b'4',b'NIKE F.I.T.',1991-01-14,b'99'
b'4',b'NIKE TOWN.',1990-11-23,b'99'
b'4',b'180 AIR',1990-10-17,b'99'
b'4',b'IL MARCHIO CONSISTE IN UNA IMPRONTA IN CHIAROSCURO DI FORMA RETTANGOLA RE COMPRENDENTE LE PAROLE CHALLENGE E COURT IN CARATTERI',1990-09-26,b'99'
b'4',b'UNA IMPRONTA IN CHIAROSCURO COMPRENDENTE LA PAROLA JORDAN SU IMMAGINE DI GIOCATORE DI PALLACANESTRO IN POSA DINAMICA E SU PAROLA',1990-09-24,b'99'
b'4',b'IL MARCHIO CONSISTE NELLA PAROLA FORCE IN CARATTERI STILIZZATI.',1990-09-24,b'99'
b'4',b'IL MARCHIO CONSISTE IN UNA F STILIZZATA A MO DI ALA E LA PAROLA FLIGH T.',1990-09-24,b'99'
b'4',b'AIR CHALLENGE 180',1990-09-17,b'99'
b'4',b'AIR FORCE 180',1990-09-17,b'99'
b'4',b'AIR JORDAN 180',1990-09-17,b'99'
b'4',b'AIR TRAINER 180',1990-09-17,b'99'
b'4',b'AIR 180',1990-09-17,b'99'
b'4',b'CLIMA-F.I.T.',1990-07-20,b'99'
b'4',b'THERMA-FIT',1990-07-20,b'99'
b'4',b'AIR SKYLON',1989-11-16,b'99'
b'4',b'JUST DO IT.',1989-10-03,b'99'
b'4',b'NIKE AIR',1989-05-10,b'99'
b'4',b'FAST FIT',2017-05-10,b'77'
b'4',b'ZONAL',2016-12-06,b'77'
b'4',b'NIKE AEROSWIFT',2016-03-18,b'77'
b'4',b'LOGO',2016-02-17,b'77'
b'4',b'ROSHE',2015-07-01,b'77'
b'4',b'LUKISAN ORANG',2015-01-21,b'77'
b'4',b'PERTARUHKAN SEGALANYA',2014-06-30,b'77'
b'4',b'COLORDRY',2013-12-27,b'77'
b'4',b'ACG + LUKISAN',2012-06-06,b'77'
b'4',b'CLIMA FIT',2012-05-18,b'77'
b'4',b'THERMA FIT',2012-05-18,b'77'
b'4',b'REACT',2012-01-29,b'77'
b'4',b'LUKISAN',2011-02-25,b'77'
b'4',b'REVOLUTIONARY TO ITS CORE',2010-08-06,b'77'
b'4',b'20XI',2010-08-06,b'77'
b'4',b'INNOVATE FOR A BETTER WORLD',2010-05-26,b'77'
b'4',b'LOGO NIKE',2009-11-11,b'77'
b'4',b'NIKE GRIND',2009-03-25,b'77'
b'4',b'TRACEME',2017-03-21,b'99'
b'4',b'TAILWIND',1993-06-07,b'99'
b'4',b'WAFFLE',1978-10-23,b'99'
b'4',b'LDV',1978-05-30,b'99'
b'4',b'ELITE',1978-04-13,b'99'
b'4',b'CORTEZ',1972-05-04,b'99'
b'4',b'NIKE BY YOU',2019-04-23,b'77'
b'4',b'CRYPTOKICKS',2019-04-17,b'77'
b'4',b'NIKE KAISHI',2019-04-15,b'77'
b'4',b'KAISHI',2019-04-15,b'77'
b'4',b'NIKE DUNK',2019-04-15,b'77'
b'4',b'TANJUN',2019-03-20,b'77'
b'4',b'DYNAMO',2019-03-19,b'77'
b'4',b'nike by you',2019-03-18,b'77'
b'4',b'flywire fly',2019-03-14,b'77'
b'4',b'air huarache',2019-03-14,b'77'
b'4',b'nike aeroloft',2019-03-14,b'77'
b'4',b'tanjun',2019-03-14,b'77'
b'4',b'vapormax vapor',2019-03-14,b'77'
b'4',b'dual fusion',2019-03-14,b'77'
b'4',b'dynamo',2019-03-14,b'77'
b'4',b'tiempo',2019-03-14,b'77'
b'4',b'nike',2019-03-14,b'77'
b'4',b'FOOTWARE',2019-03-14,b'77'
b'4',b'null',2018-12-12,b'77'
b'4',b'FITADAPT',2018-11-26,b'77'
b'4',b'AIRADAPT',2018-11-26,b'77'
b'4',b'airadapt adapt',2018-11-21,b'77'
b'4',b'fitadapt adapt',2018-11-21,b'77'
b'4',b'AEROADAPT',2018-10-04,b'77'
b'4',b'NIKE RTNA',2018-10-03,b'77'
b'4',b'OBJ',2018-08-30,b'77'
b'4',b'HYPERGATE',2018-05-10,b'77'
b'4',b'FLYPRINT',2018-04-13,b'77'
b'4',b'NIKE JOYRIDE',2018-03-26,b'77'
b'4',b'JOYRIDE',2018-03-06,b'77'
b'4',b'nike joyride',2018-03-01,b'77'
b'4',b'nike react',2018-02-12,b'77'
b'4',b'NIKE REACT',2018-02-12,b'77'
b'4',b'SPACE HIPPIE',2018-01-31,b'77'
b'4',b'JUEGA M?S ESCUELAS ACTIVAS',2018-01-16,b'77'
b'4',b'ZOOM PEGASUS',2017-11-22,b'77'
b'4',b'AF1',2017-09-20,b'77'
b'4',b'KI',2017-09-20,b'77'
b'4',b'MAX AIR',2017-09-20,b'77'
b'4',b'FLYLEATHER',2017-08-23,b'77'
b'4',b'flyleather fly',2017-08-19,b'77'
b'4',b'SNEAKRS',2017-05-26,b'77'
b'4',b'pegasus',2017-05-11,b'77'
b'4',b'NIKE METCON',2017-02-24,b'77'
b'4',b'fast fit',2017-01-11,b'77'
b'4',b'FORCE',2016-11-25,b'77'
b'4',b'jordan',2016-11-01,b'77'
b'4',b'air jordan',2016-11-01,b'77'
b'4',b'NIKE HYPERSTRONG',2016-09-15,b'77'
b'4',b'SNKRS',2016-09-14,b'77'
b'4',b'snkrs',2016-07-20,b'77'
b'4',b'af1 af',2016-04-27,b'77'
b'4',b'NIKEAIRVAPORMAX',2016-03-17,b'77'
b'4',b'NIKEAEROSWIFT',2016-03-16,b'77'
b'4',b'metcon',2016-03-15,b'77'
b'4',b'ntc nike training club',2016-03-07,b'77'
b'4',b'NTC Nike Training Club',2016-03-02,b'77'
b'4',b'HOUSE OF HER',2016-01-12,b'77'
b'4',b'vomero',2015-10-01,b'77'
b'4',b'AIR HUARACHE',2015-07-28,b'77'
b'4',b'NIKE ROSHE',2015-07-23,b'77'
b'4',b'nike free',2015-07-09,b'77'
b'4',b'nike lunar',2015-06-25,b'77'
b'4',b'NIKELUNAR',2015-06-22,b'77'
b'4',b'roshe',2015-06-16,b'77'
b'4',b'LUNAR',2015-04-20,b'77'
b'4',b'NIKEAEROSHIELD',2014-11-20,b'77'
b'4',b'CACHA\xc3\x91A',2014-11-10,b'77'
b'4',b'RE2PECT.',2014-07-29,b'77'
b'4',b'NIKE CLEARANCE STORE',2014-07-17,b'77'
b'4',b'method',2014-07-11,b'77'
b'4',b'nike vapor',2014-07-02,b'77'
b'4',b'LUNARECLIPSE',2014-07-02,b'77'
b'4',b'NIKEVAPOR',2014-07-01,b'77'
b'4',b'k',2014-06-24,b'77'
b'4',b'NIKE+ FUELCOACH',2014-06-02,b'77'
b'4',b'Kyrie Irving Logo',2014-05-28,b'77'
b'4',b'NIKE FUELBAND',2014-04-25,b'77'
b'4',b'MOVE 1',2014-04-08,b'77'
b'4',b'ARRIESGALO TODO',2014-02-07,b'77'
b'4',b'AIRFORCE1',2014-01-23,b'77'
b'4',b'air force 1',2014-01-17,b'77'
b'4',b'flight weight',2014-01-17,b'77'
b'4',b'VARECARE',2013-12-19,b'77'
b'4',b'ARPRO',2013-12-19,b'77'
b'4',b'GRUPO JALA',2013-12-19,b'77'
b'4',b'TESTICARE',2013-12-19,b'77'
b'4',b'AQU\xc3\x8dLES VOY',2013-12-18,b'77'
b'4',b'SIGNAL DOCTOR',2013-12-18,b'77'
b'4',b'RISK EVERYTHING',2013-12-10,b'77'
b'4',b'CROSSTOWN RUNNING',2013-12-09,b'77'
b'4',b'NIKE COLORDRY',2013-11-26,b'77'
b'4',b'NIKE PRO COMBAT HYPERWARM SERIES',2013-11-15,b'77'
b'4',b'NIKE MARCHIO VERBALE',2013-10-23,b'77'
b'4',b'ALA STILIZZATA MARCHIO FIGURATIVO IN CHIAROSCURO',2013-10-23,b'77'
b'4',b'VRS',2013-10-17,b'77'
b'4',b'NIKE+FUELBAND',2013-10-10,b'77'
b'4',b'magista',2013-09-13,b'77'
b'4',b'JUSTDOIT',2013-09-12,b'77'
b'4',b'just do it',2013-08-29,b'77'
b'4',b'THERMA-F.I.T.',2013-05-28,b'77'
b'4',b'RZN',2013-05-27,b'77'
b'4',b'Nikefuel Design',2013-05-21,b'77'
b'4',b'POLYFLY',2013-04-23,b'77'
b'4',b'hypervenom',2013-04-10,b'77'
b'4',b'HYPERVENOM Design',2013-04-09,b'77'
b'4',b'HYPERFLECT',2013-04-09,b'77'
b'4',b'NIKE DRI-F.I.T.',2013-04-03,b'77'
b'4',b'SANTIAGO CORRE',2013-02-12,b'77'
b'4',b'RECTANGLE Design',2012-12-31,b'77'
b'4',b'MAKE IT COUNT',2012-11-07,b'77'
b'4',b'NIKE SPHERE MARCHIO VERBALE',2012-10-18,b'77'
b'4',b'NIKE PRO COMBAT HYPERSTRONG',2012-09-28,b'77'
b'4',b'nike hyperwarm',2012-09-24,b'77'
b'4',b'nike pro combat hyperstrong',2012-09-24,b'77'
b'4',b'nike hypercool',2012-09-24,b'77'
b'4',b'NIKE HYPERWARM',2012-08-27,b'77'
b'4',b'AIRLOCK',2012-06-07,b'77'
b'4',b'fuel print',2012-06-04,b'77'
b'4',b'AIR MAX MARCHIO VERBALE',2012-05-25,b'77'
b'4',b'THERMA-F.I.T. MARCHIO VERBALE',2012-05-25,b'77'
b'4',b'CLIMA-F.I.T. MARCHIO VERBALE',2012-05-25,b'77'
b'4',b'AIR-SOLE MARCHIO VERBALE',2012-05-25,b'77'
b'4',b'NIKE HYPERCOOL',2012-05-21,b'77'
b'4',b'NIKE FLYKNIT',2012-05-04,b'77'
b'4',b'nike flyknit',2012-04-20,b'77'
b'4',b'mercurial',2012-04-18,b'77'
b'4',b'Stylized W Design',2012-04-13,b'77'
b'4',b'NIKE+ SPORT',2012-03-01,b'77'
b'4',b'NIKE+ TRAINING',2012-03-01,b'77'
b'4',b'NIKE+ BASKETBALL',2012-03-01,b'77'
b'4',b'NIKE+ FUELBAND',2012-02-27,b'77'
b'4',b'JETZT IST MEINE ZEIT',2012-02-23,b'77'
b'4',b'MY TIME IS NOW',2012-02-01,b'77'
b'4',b'W',2012-01-11,b'77'
b'4',b'MI MOMENTO ES AHORA',2011-12-02,b'77'
b'4',b'ESTE ES MI MOMENTO',2011-11-15,b'77'
b'4',b'ORA TOCCA A ME MARCHIO VERBALE',2011-11-03,b'77'
b'4',b'DRI-F.I.T.',2011-10-26,b'77'
b'4',b'MICHAEL JORDAN MARCHIO VERBALE',2011-09-27,b'77'
b'4',b'NEGATIVEEDGE',2011-09-02,b'77'
b'4',b'W WALCE ZJEDNOCZENI',2011-08-30,b'77'
b'4',b'JUMPMAN23.COM',2011-07-26,b'77'
b'4',b'HYPERFUSE',2011-07-21,b'77'
b'4',b'NIKE RADAR',2011-02-14,b'77'
b'4',b'LEBRON LOGO',2011-02-10,b'77'
b'4',b'NIKE PRO COMBAT HYPERCOOL',2011-02-09,b'77'
b'4',b'LeBron Logo Design',2011-02-09,b'77'
b'4',b'NIKE TIEMPO LEGEND',2011-02-07,b'77'
b'4',b'NIKE TIEMPO',2011-02-07,b'77'
b'4',b'AIR TRAINER TW',2011-01-28,b'77'
b'4',b'hypercool',2011-01-19,b'77'
b'4',b'NIKE F.I.T. MARCHIO VERBALE',2010-12-31,b'77'
b'4',b'DRI-F.I.T. MARCHIO VERBALE',2010-12-31,b'77'
b'4',b'NIKE2UNE',2010-12-03,b'77'
b'4',b'YOU VS YOU',2010-11-19,b'77'
b'4',b'MATA NO PEITO',2010-11-08,b'77'
b'4',b'FussiTussi',2010-11-05,b'77'
b'4',b'VIVE LE FOOTBALL LIBRE',2010-11-03,b'77'
b'4',b'TussiFussi',2010-10-29,b'77'
b'4',b'cortez',2010-09-13,b'77'
b'4',b'NIKE SHOX MARCHIO VERBALE',2010-08-12,b'77'
b'4',b'NIKE TOWN MARCHIO VERBALE',2010-08-12,b'77'
b'4',b'CLIMA-FIT',2010-07-12,b'77'
b'4',b'NIKE-FIT',2010-07-12,b'77'
b'4',b'20XI Design',2010-06-25,b'77'
b'4',b'NIKE PRO HYPERCOOL',2010-06-08,b'77'
b'4',b'WORLD BASKETBALL FESTIVAL',2010-05-12,b'77'
b'4',b'COIL DESIGN MARCHIO FIGURATIVO IN CHIAROSCURO',2010-05-06,b'77'
b'4',b'AIR JORDAN MARCHIO FIGURATIVO IN CHIARO SCURO',2010-05-06,b'77'
b'4',b'WORLD BASKETBALL FESTIVAL.',2010-04-30,b'77'
b'4',b'NIKE INTERNATIONAL',2010-04-26,b'77'
b'4',b'FORCE MARCHIO VERBALE',2010-04-26,b'77'
b'4',b'FLIGHT MARCHIO VERBALE',2010-04-26,b'77'
b'4',b'NIKE BETTER WORLD',2010-04-21,b'77'
b'4',b'T90',2010-04-20,b'77'
b'4',b'CTR360',2010-04-20,b'77'
b'4',b'NIKE5',2010-04-20,b'77'
b'4',b'TOTAL 90',2010-04-20,b'77'
b'4',b'AEROPLY',2010-03-30,b'77'
b'4',b'CP3 Design',2010-03-24,b'77'
b'4',b'NEXT UP',2010-03-23,b'77'
b'4',b'WRITE THE FUTURE',2010-03-08,b'77'
b'4',b'PREPARE FOR COMBAT',2010-01-20,b'77'
b'4',b'SPORT SPECIALTIES & Design',2010-01-18,b'77'
b'4',b'NSW',2009-12-21,b'77'
b'4',b'NOS DIFFERENCES NOUS UNISSENT',2009-12-04,b'77'
b'4',b'ms',2009-09-16,b'77'
b'4',b'MS Design',2009-09-11,b'77'
b'4',b'DMC',2009-08-03,b'77'
b'4',b'Bull Design',2009-07-15,b'77'
b'4',b'ALL CONDITIONS GEAR',2009-06-25,b'77'
b'4',b'TR1',2009-06-19,b'77'
b'4',b'TR1 & Design',2009-06-16,b'77'
b'4',b'EVERY ADVANTAGE EVERY CONDITION',2009-06-08,b'77'
b'4',b'CONSIDERED DESIGN',2009-05-22,b'77'
b'4',b'acG',2009-05-21,b'77'
b'4',b'SQ MACHSPEED Design',2009-04-23,b'77'
b'4',b'LACE UP. SAVE LIVES.',2009-04-20,b'77'
b'4',b'SWOOSH DESIGN MARCHIO FIGURATIVO IN CHIAROSCURO',2009-04-15,b'77'
b'4',b'NYX',2009-04-03,b'77'
b'4',b'SQ MACHSPEED',2009-03-27,b'77'
b'4',b'90',2009-03-24,b'77'
b'4',b'DUNKADELIC',2009-03-20,b'77'
b'4',b'SQ MachSpeed',2009-03-16,b'77'
b'4',b'GAME CHANGERS BEAT ANYTHING. CHANGE EVERYTHING.',2009-03-11,b'77'
b'4',b'AIR ZOOM VAPOR',2009-02-27,b'77'
b'4',b'ReUSE A SHOE',2009-02-23,b'77'
b'4',b'COR72Z',2009-02-06,b'77'
b'4',b'TOTAL90',2009-02-03,b'77'
b'4',b'TOTALNINETY',2009-02-03,b'77'
b'4',b'LUNARLITE',2008-11-27,b'77'
b'4',b'NIKEFIT',2008-11-14,b'77'
b'4',b'VICTORY RED',2008-11-14,b'77'
b'4',b'M\xc3\x89S',2008-11-10,b'77'
b'4',b'MADE BY ME',2008-10-31,b'77'
b'4',b'CANARINHO',2008-10-24,b'77'
b'4',b'OZ Design',2008-10-21,b'77'
b'4',b'SHOOX',2008-10-13,b'77'
b'4',b'STR8-FIT and Design',2008-10-02,b'77'
b'4',b'OZ',2008-09-26,b'77'
b'4',b'STR8-FIT',2008-09-26,b'77'
b'4',b'SQ DYMO',2008-09-26,b'77'
b'4',b'NIKE AEROGRAPHICS',2008-08-29,b'77'
b'4',b'VR',2008-08-25,b'77'
b'4',b'POWER PLATFORM',2008-08-20,b'77'
b'4',b'DRI-FIT COTTON TEE',2008-08-04,b'77'
b'4',b'MERCURIAL VAPOR',2008-07-22,b'77'
b'4',b'jeter',2008-07-21,b'77'
b'4',b'NIKE+ SPORTBAND MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'SPARQ MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'JORDAN MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'NIKEWOMEN MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'VAPOR MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'SPORTBAND MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'DYMO MARCHIO VERBALE',2008-07-14,b'77'
b'4',b'FIGURA DI SOLE STILIZZATA MARCHIO FIGURATIVO IN CHIARO SCURO',2008-07-14,b'77'
b'4',b'RF MARCHIO FIGURATIVO IN CHIARO SCURO',2008-07-14,b'77'
b'4',b'NIKE AIR MARCHIO FIGURATIVO IN CHIAROSCURO',2008-07-04,b'77'
b'4',b'NIKE MARCHIO FIGURATIVO IN CHIAROSCURO',2008-07-04,b'77'
b'4',b'G THE GIRL EFFECT',2008-07-02,b'77'
b'4',b'\xd8\xac\xd8\xb3\xd8\xaa \xd8\xaf\xd9\x88 \xd8\xa7\xd8\xaa',2008-06-19,b'77'
b'4',b'\xd9\x86\xd8\xa7\xd9\x8a\xd9\x83',2008-06-19,b'77'
b'4',b'\xd8\xac\xd8\xb3\xd8\xaa \xd8\xaf\xd9\x88\xd8\xa7\xd8\xaa',2008-06-19,b'77'
b'4',b'the girl effect & design',2008-06-12,b'77'
b'4',b'NYX & Swoosh Design',2008-06-12,b'77'
